decision_id,decision,score,distinctive_max,register_id,register_birth_date,register_family_name,register_given_name,register_name,register_sex,sample_id,sample_birth_date,sample_family_name,sample_given_name,sample_name,sample_sex,evidence,review_outcome,reviewer,reviewed_at,reason
xwd:sha256:b4947b783e558fb3d2082a4b0937c46cab7105fd2c0efa187b681b33ac49b752,review,0.6157,0.686,854,2019-12-14,Hernandez,Luis,Luis Fernando Hernandez,M,804,2019-12-14,Hernandez,Juan,Juan Pablo Hernandez,M,"{""birth_date"": 1.0, ""name"": 0.686, ""name_tftoken"": 0.161}",,,,
xwd:sha256:a9eb09633924e850e5cbda7e99aaf77bd54a2bb4ceb043ebac96778b80daff4a,review,0.6132,0.692,28,2018-03-03,Davis,Sorry,Sorry Lucia Davis,F,315,2018-03-03,Davis,Evelyn,Evelyn Faith Davis,F,"{""birth_date"": 1.0, ""name"": 0.692, ""name_tftoken"": 0.147}",,,,
xwd:sha256:6c9ef9858d041fdde299bae1917ca21f1bde1e44aa68c0c87ee6b1dd57b9144c,review,0.6043,0.8,279,2018-04-10,Mitchell,Xavier,Xavier Mitchell,M,279,2016-04-10,Mitchell,Xavier,Xavier Jamal Mitchell,M,"{""birth_date"": 0.35, ""name"": 0.8, ""name_tftoken"": 0.663}",,,,
xwd:sha256:23b061c6f0af7d9dd00b1d2b26ae6e6ff47cc4eafe5da0ac549127ace4705390,review,0.6032,0.665,257,2018-11-18,Davis,Desiree,Desiree Monique Davis,F,336,2018-11-18,Davis,Everly,Everly Sophia Davis,F,"{""birth_date"": 1.0, ""name"": 0.665, ""name_tftoken"": 0.144}",,,,
xwd:sha256:0b3b58643a73fb289b011deb5e4b7589217a8f9566800f45e063fe8567c10b44,review,0.6032,0.665,336,2018-11-18,Davis,Everly,Everly Sophia Davis,F,257,2018-11-18,Davis,Desiree,Desiree Monique Davis,F,"{""birth_date"": 1.0, ""name"": 0.665, ""name_tftoken"": 0.144}",,,,
xwd:sha256:cf04624751bf5e758328c71b9c19699ac904ac15a02d1cc25b54ff15a3729b8c,review,0.5941,0.643,968,2018-10-28,Lee,Ben,Ben T Lee,M,968,2018-10-28,Lee,Benjamin,Benjamin Thomas Lee,M,"{""birth_date"": 1.0, ""name"": 0.643, ""name_tftoken"": 0.14}",,,,
xwd:sha256:85497724c389f51bfa900cf6cb84719494eb18f765109e1e404439dea7673e48,review,0.5891,0.8,746,2016-12-16,Reyes,Antonia,Antonia Reyes,F,746,2017-12-16,Reyes,Antonia,Antonia Ines Reyes,F,"{""birth_date"": 0.35, ""name"": 0.8, ""name_tftoken"": 0.617}",,,,
xwd:sha256:455bfa5364f0b6a178c6654402fdd1712f7b6f1e0d53efa3931850b75eb474e4,review,0.5887,0.615,965,2018-12-27,Taylor,Luna,Luna Marie Taylor,F,458,2018-12-27,Davis,Zoey,Zoey Marie Davis,F,"{""birth_date"": 1.0, ""name"": 0.615, ""name_tftoken"": 0.151}",,,,
xwd:sha256:c4e893ac6de6f6fe3701e715e0bdd7645c48b03bab3bda5e867ebab23516ac38,review,0.5859,0.8,866,2019-03-19,Ramirez,Javier,Javier Ramirez,M,866,2019-03-09,Ramirez,Javier,Javier Arturo Ramirez,M,"{""birth_date"": 0.35, ""name"": 0.8, ""name_tftoken"": 0.608}",,,,
xwd:sha256:384bd4ad3c256ac217971f71ec04a13db3e7211cdd7e47b7b1610200bae6d3f1,review,0.5814,0.594,315,2018-03-03,Davis,Evelyn,Evelyn Faith Davis,F,28,2018-03-03,Davis,Sari,Sari Lucia Davis,F,"{""birth_date"": 1.0, ""name"": 0.594, ""name_tftoken"": 0.151}",,,,
xwd:sha256:55f02265bd1e3159200fe4ad8cd92558eb42d0431a2412c216f2cbd5a70eb992,review,0.5648,0.8,831,2016-03-14,Ramirez,Manuel,Manuel Alejandro Ramirez,M,805,2016-03-28,Martinez,Manuel,Manuel Alejandro Martinez,M,"{""birth_date"": 0.35, ""name"": 0.8, ""name_tftoken"": 0.544}",,,,
xwd:sha256:2e1400e75c648cb1c790a9ad8e681c8237ca894037efa06881a363478adafa75,review,0.5531,0.8,791,2017-01-12,Gonzalez,Miguel,Miguel Angel Gonzalez,M,880,2017-05-12,Sanchez,Miguel,Miguel Angel Sanchez,M,"{""birth_date"": 0.35, ""name"": 0.8, ""name_tftoken"": 0.509}",,,,
